Address,Neighborhood,House Type,Price,Bath,Crime Index,Minutes to Loop,Miles to Lake,Age,Lot (sqft),SIZE (sqft),School Index
"7141 N Kedzie Ave #A104, Chicago IL",West Rogers Park,Condo,150000,,1,23,2.64,36,.,.,40.8
"2831 W Greenleaf Ave, Chicago IL",West Rogers Park,Single-Family Home,275000,1,1.6,24,2.09,79,3920,1201,40.8
"2733 W Jarvis Ave, Chicago IL",West Rogers Park,Single-Family Home,287000,2,0.4,24,1.72,57,3920,1826,8.3
"6800 N California Ave #4M, Chicago IL",West Rogers Park,Condo,174000,,1.8,23,2.18,41,.,.,40
"2115 W Farwell Ave #1, Chicago IL",West Rogers Park,Condo,81000,,4.15,21,1.06,.,.,.,16.7
"2115 W Farwell Ave #101, Chicago IL",West Rogers Park,Condo,81000,,4.15,21,1.06,.,.,.,16.7
"6312 N Richmond St #AG, Chicago IL",West Rogers Park,Condo,72000,,2.03,22,2.68,.,.,.,38.9
"6433 N Hamilton Ave, Chicago IL",West Rogers Park,Multi-Family Home,299000,3,5.78,20,1.24,84,3920,4191,33.3
"2727 W Greenleaf Ave, Chicago IL",West Rogers Park,Single-Family Home,322000,1,1.8,24,1.92,53,3920,1408,33.3
"6117 N Seeley Ave #3H, Chicago IL",West Rogers Park,Condo,63000,,5.58,19,1.23,48,.,.,33.3
"2848 W Albion Ave, Chicago IL",West Rogers Park,Single-Family Home,175000,2,3.1,23,2.38,55,5227,1451,33.3
"1755 N Fairfield Ave, Chicago IL",West Town,Single-Family Home,520000,2,7.02,13,4.67,.,2614,2196,38.9
"1740 N Maplewood Ave, Chicago IL",West Town,Condo,255000,,5.12,12,4.38,.,.,.,36.1
"2610 W Evergreen Ave, Chicago IL",West Town,Condo,55000,,3.68,12,4.67,.,.,.,51.9
"1625 N Western Ave #401, Chicago IL",West Town,Condo,275000,,3.23,10,4.14,.,.,.,36.1
"1623 N Western Ave #G-6, Chicago IL",West Town,Condo,275000,,3.23,10,4.14,.,.,.,36.1
"2528 W Walton St, Chicago IL",West Town,Multi-Family Home,261000,2,1.98,11,4.74,111,3485,1936,27.3
"1670 N Claremont Ave, Chicago IL",West Town,Condo,305000,,3.53,11,4.06,.,.,.,36.1
"1643 N Mozart St, Chicago IL",West Town,Multi-Family Home,50600,3,3.68,12,4.88,119,2614,2300,38.9
"1543 N Western Ave, Chicago IL",West Town,Multi-Family Home,259500,3,1.91,10,4.19,121,2614,3749,36.1
"2455 W Ohio St #2E, Chicago IL",West Town,Condo,245000,,0.7,11,4.82,.,.,.,38.9
"2548 W Huron St, Chicago IL",West Town,Single-Family Home,322500,1,0.7,12,4.89,79,3920,1276,16.7
"2710 W Cortez St, Chicago IL",West Town,Multi-Family Home,275000,2,2.18,11,5,111,3049,1540,56.5
"1654 N Mozart St, Chicago IL",West Town,Multi-Family Home,138000,2,3.68,12,4.9,126,2614,2182,38.9
"1450 N Washtenaw Ave, Chicago IL",West Town,Multi-Family Home,102500,2,3.52,12,4.77,121,3049,2200,28.6
"2512 W Thomas St #3, Chicago IL",West Town,Condo,280000,,1.65,11,4.64,.,.,.,27.3
"2433 W Haddon Ave #2E, Chicago IL",West Town,Condo,270000,,1.65,11,4.48,.,.,.,36.2
"2320 W Saint Paul Ave #502, Chicago IL",West Town,Condo,287500,,5.17,22,3.98,.,.,.,36.1
"1052 N Oakley Blvd, Chicago IL",West Town,Multi-Family Home,125000,3,3.16,10,4.29,101,3049,4920,33.3
"2502 W Haddon Ave, Chicago IL",West Town,Single-Family Home,195000,1,1.98,11,4.6,121,1742,680,27.3
"2320 W Saint Paul Ave #403, Chicago IL",West Town,Condo,339000,,5.17,22,3.98,.,.,.,36.1
"2300 W Saint Paul Ave #PC-9, Chicago IL",West Town,Condo,339000,,5.17,22,3.96,.,.,.,36.1
"1623 N Talman Ave, Chicago IL",West Town,Multi-Family Home,310000,5,3.55,12,4.57,116,3049,2772,38.9
"1539 N Claremont Ave, Chicago IL",West Town,Multi-Family Home,300000,3,2.71,11,4.11,116,3049,3309,93.9
"2333 W Saint Paul Ave, Chicago IL",West Town,Condo,252500,,5.17,22,4,.,.,.,36.1
"1402 N Artesian Ave, Chicago IL",West Town,Single-Family Home,425000,1,3.15,11,4.37,126,3049,960,51.9
"839 N California Ave, Chicago IL",West Town,Condo,405000,,1.28,11,5.24,63,.,.,56.5
"2624 W Rice St, Chicago IL",West Town,Multi-Family Home,192000,6,2.48,11,4.95,96,4356,5850,56.5
"2623 W Rice St, Chicago IL",West Town,Single-Family Home,312500,1,2.48,11,4.96,111,3049,942,16.7
"861 N Richmond St, Chicago IL",West Town,Multi-Family Home,46000,2,1.7,12,5.47,101,3485,2208,56.5
"2333 W Saint Paul Ave #215, Chicago IL",West Town,Condo,320000,,5.17,22,4,.,.,.,36.1
"2313 W Chicago Ave #1, Chicago IL",West Town,Condo,292500,,1.7,9,4.46,.,.,.,33.3
"2347 W Ohio St #1, Chicago IL",West Town,Condo,293000,,0.7,10,4.64,.,.,.,38.9
"1531 N Talman Ave, Chicago IL",West Town,Townhome,185000,1,3.43,11,4.62,121,3049,1600,51.9
"1115 N Campbell Ave, Chicago IL",West Town,Multi-Family Home,110500,2,1.65,11,4.58,129,2178,2156,36.2
"2759 W Augusta Blvd, Chicago IL",West Town,Multi-Family Home,357500,5,1.98,10,5.13,96,3049,6690,56.5
"2302 W North Ave #2E, Chicago IL",West Town,Condo,341000,,2.2,9,4.02,.,.,.,36.1
"2552 W Iowa St, Chicago IL",West Town,Multi-Family Home,332500,2,2.28,11,4.81,106,3049,1368,16.7
"1443 N Washtenaw Ave #3B, Chicago IL",West Town,Multi-Family Home,180000,3,3.52,12,4.75,106,4356,6273,28.6
"2535 W Chicago Ave #2, Chicago IL",West Town,Condo,117000,,1.7,10,4.86,.,.,.,16.7
"1631 N Claremont Ave, Chicago IL",West Town,Multi-Family Home,320000,2,3.53,11,4.05,119,3049,2256,36.1
"2646 W Superior St, Chicago IL",West Town,Multi-Family Home,305000,2,1.65,11,5.04,31,3049,1758,56.5
"2709 W Hirsch St, Chicago IL",West Town,Multi-Family Home,230000,2,4.52,12,4.82,111,3049,2508,28.6
"901 N Francisco Ave, Chicago IL",West Town,Multi-Family Home,575000,6,1.28,13,5.36,99,3049,6135,56.5
"1419 N Washtenaw Ave #2F, Chicago IL",West Town,Condo,194500,,3.52,12,4.76,.,.,.,28.6
"1740 N Maplewood Ave #320, Chicago IL",West Town,Condo,263500,,5.12,12,4.38,.,.,.,36.1
"1727 N Maplewood Ave #1, Chicago IL",West Town,Condo,52500,,5.12,12,4.35,.,.,.,36.1
"2318 W Augusta Blvd #2A, Chicago IL",West Town,Condo,39000,,2.16,9,4.36,.,.,.,33.3
"923 N Richmond St, Chicago IL",West Town,Multi-Family Home,125000,2,1.7,12,5.44,116,3049,1512,56.5
"903 N Richmond St, Chicago IL",West Town,Condo,114000,,1.7,12,5.44,.,.,.,56.5
"1729 N Mozart St, Chicago IL",West Town,Multi-Family Home,110000,2,4.68,13,4.84,119,2614,2350,38.9
"1755 N Artesian Ave #1, Chicago IL",West Town,Condo,400000,,5.87,12,4.16,.,.,.,36.1
"1661 N Richmond St, Chicago IL",West Town,Multi-Family Home,355000,2,4.93,12,5.03,119,3049,1944,38.9
"545 N Artesian Ave, Chicago IL",West Town,Single-Family Home,257500,1,0.37,11,4.79,131,3049,1168,38.9
"526 N Claremont Ave #1, Chicago IL",West Town,Condo,370500,,0.37,10,4.65,.,.,.,38.9
"837 N Mozart St, Chicago IL",West Town,Multi-Family Home,125000,2,1.28,12,5.32,125,3049,1816,56.5
"1749 N Talman Ave, Chicago IL",West Town,Single-Family Home,545000,2,6.18,13,4.51,119,3049,2602,38.9
"1633 N Claremont Ave, Chicago IL",West Town,Multi-Family Home,446000,2,3.53,11,4.05,119,3049,1785,36.1
"2449 W Cortez St, Chicago IL",West Town,Multi-Family Home,362500,2,1.65,11,4.55,116,3049,1360,27.3
"2300 W Saint Paul Ave #D-404, Chicago IL",West Town,Condo,350000,,5.17,22,3.96,.,.,.,36.1
"2300 W Saint Paul Ave #PD-19, Chicago IL",West Town,Condo,350000,,5.17,22,3.96,.,.,.,36.1
"1308 N Claremont Ave #2, Chicago IL",West Town,Condo,284000,,3.96,11,4.23,.,.,.,40.8
"2432 W Huron St, Chicago IL",West Town,Single-Family Home,442000,1,0.7,11,4.7,116,3049,1008,16.7
"2426 W Augusta Blvd, Chicago IL",West Town,Single-Family Home,225000,1,1.65,9,4.54,121,3049,864,27.3
"2603 W Haddon Ave #4W, Chicago IL",West Town,Condo,197500,,2.68,12,4.78,.,.,.,27.3
"2709 W Haddon Ave, Chicago IL",West Town,Multi-Family Home,225000,3,1.98,12,4.96,107,3049,3192,56.5
"1336 N Artesian Ave #2, Chicago IL",West Town,Condo,78000,,2.65,11,4.41,.,.,.,51.9
"1009 N Washtenaw Ave #3S, Chicago IL",West Town,Condo,40000,,2.18,11,4.98,.,.,.,56.5
"2509 W Superior St, Chicago IL",West Town,Single-Family Home,270000,1,0.95,11,4.82,111,3049,1130,16.7
"2657 W Thomas St #2, Chicago IL",West Town,Condo,360000,,2.68,11,4.88,.,.,.,56.5
"2647 W Haddon Ave #1, Chicago IL",West Town,Condo,179500,,2.68,12,4.84,6,.,2500,56.5
"1718 N Talman Ave, Chicago IL",West Town,Multi-Family Home,299000,2,6.18,13,4.55,119,3049,2180,38.9
"2625 W Chicago Ave, Chicago IL",West Town,Condo,165000,,1.9,10,4.99,.,.,.,16.7
"858-862 N Mozart St, Chicago IL",West Town,Multi-Family Home,162000,6,1.28,12,5.34,99,3485,5199,56.5
"1034 N Rockwell St, Chicago IL",West Town,Multi-Family Home,80000,2,2.48,12,4.81,131,2178,2072,27.3
"1005 N Western Ave, Chicago IL",West Town,Condo,345000,,2.16,10,4.47,88,.,.,33.3
"919 N Campbell Ave #2, Chicago IL",West Town,Condo,172000,,1.65,11,4.68,.,.,.,16.7
"907 N Fairfield Ave, Chicago IL",West Town,Single-Family Home,445000,2,1.98,11,5.12,116,3049,2258,56.5
"2306 W Chicago Ave #4, Chicago IL",West Town,Condo,367000,,1.7,9,4.44,.,.,.,33.3
"1227 N Rockwell St, Chicago IL",West Town,Multi-Family Home,300000,2,2.68,12,4.7,121,3049,2326,51.9
"1030 N Mozart St, Chicago IL",West Town,Condo,285000,,1.28,11,5.25,.,.,.,56.5
"1229 N Campbell Ave #1, Chicago IL",West Town,Condo,325000,,1.98,11,4.52,.,.,.,36.2
"1617 N Artesian Ave #3S, Chicago IL",West Town,Condo,327500,,3.23,12,4.23,.,.,.,36.1
"1010 N Western Ave, Chicago IL",West Town,Single-Family Home,190000,1,2.16,10,4.49,121,2614,1000,33.3
"1532 N Claremont Ave #3N, Chicago IL",West Town,Condo,355000,,2.71,11,4.13,.,.,.,93.9
"1452 N Fairfield Ave, Chicago IL",West Town,Multi-Family Home,415000,3,4.02,11,4.86,96,3049,3897,28.6
"2307 W Haddon Ave #B, Chicago IL",West Town,Condo,235000,,3.16,11,4.27,.,.,.,36.2
"2316 W Cortez St, Chicago IL",West Town,Condo,325000,,2.16,10,4.33,.,.,.,33.3
"2333 W Saint Paul Ave #220, Chicago IL",West Town,Condo,275000,,5.17,22,4,.,.,.,36.1
"840 N Western Ave, Chicago IL",West Town,Condo,388000,,1.95,10,4.57,80,.,.,16.7
"1741 N Maplewood Ave #1, Chicago IL",West Town,Condo,279000,,5.12,18,4.35,.,.,.,36.1
"2518 W Iowa St, Chicago IL",West Town,Multi-Family Home,422000,2,1.45,11,4.74,113,3049,2116,16.7
"2513 W Superior St, Chicago IL",West Town,Multi-Family Home,400000,3,0.95,11,4.83,115,3049,2562,16.7
"1322 N Oakley Blvd, Chicago IL",West Town,Single-Family Home,710000,2,4.46,11,4.16,116,3049,2040,40.8
"2643 W Hirsch St, Chicago IL",West Town,Condo,32000,,4.18,12,4.7,.,.,.,28.6
"2729 W Potomac Ave, Chicago IL",West Town,Multi-Family Home,337000,3,3.18,12,4.9,.,3049,2744,28.6
"1751 N Western Ave, Chicago IL",West Town,Condo,322000,,4.87,11,4.06,.,.,.,36.1
"1751 N Western Ave #1701, Chicago IL",West Town,Condo,322000,,4.87,11,4.06,.,.,.,36.1
"2710 W Haddon Ave #3, Chicago IL",West Town,Condo,227500,,1.98,12,4.95,.,.,.,56.5
"1257 N Campbell Ave #4, Chicago IL",West Town,Condo,350000,,1.98,12,4.51,.,.,.,51.9
"1255 N Campbell Ave #75, Chicago IL",West Town,Condo,350000,,1.98,11,4.51,.,.,.,36.2
"1336 N Artesian Ave #P, Chicago IL",West Town,Condo,26000,,2.65,11,4.41,.,.,.,51.9
"2306 W Chicago Ave, Chicago IL",West Town,Condo,302000,,1.7,9,4.44,.,.,.,33.3
"2700 W Thomas St, Chicago IL",West Town,Condo,330000,,1.98,11,4.96,.,.,.,56.5
"2536 W Thomas St, Chicago IL",West Town,Multi-Family Home,230000,2,2.48,11,4.67,121,3049,1680,27.3
"849 N Rockwell St, Chicago IL",West Town,Condo,227000,,2.28,11,4.9,.,.,.,16.7
"555 N Artesian Ave #C, Chicago IL",West Town,Condo,281000,,0.37,11,4.78,.,.,.,38.9
"1708 N Richmond St, Chicago IL",West Town,Single-Family Home,294000,3,4.93,13,5.02,.,3049,2458,33.3
"2411 W Walton St #3E, Chicago IL",West Town,Condo,340000,,1.65,12,4.55,.,.,.,16.7
"832 N Francisco Ave, Chicago IL",West Town,Multi-Family Home,185000,2,1.28,12,5.43,101,3485,2224,56.5
"901 N Campbell Ave, Chicago IL",West Town,Condo,85000,,1.65,11,4.7,.,.,.,16.7
"948 N California Ave #3, Chicago IL",West Town,Condo,305000,,1.48,11,5.21,.,.,.,56.5
"948 N California Ave #2, Chicago IL",West Town,Condo,305000,,1.48,11,5.21,.,.,.,56.5
"948 N California Ave #1, Chicago IL",West Town,Condo,305000,,1.48,11,5.21,.,.,.,56.5
"1645 N Richmond St, Chicago IL",West Town,Multi-Family Home,190000,3,3.93,12,5.04,131,3049,2394,38.9
"2318 W Augusta Blvd #2B, Chicago IL",West Town,Condo,39000,,2.16,9,4.36,.,.,.,33.3
"835 N Mozart St, Chicago IL",West Town,Multi-Family Home,186000,2,1.28,12,5.32,111,3049,3168,56.5
"1257 N Maplewood Ave, Chicago IL",West Town,Multi-Family Home,200000,6,2.32,11,4.6,121,3049,5814,51.9
"2735 W Thomas St, Chicago IL",West Town,Multi-Family Home,300000,2,1.98,11,5.02,111,3049,1978,56.5
"2416 W Thomas St #1, Chicago IL",West Town,Condo,255000,,1.65,10,4.47,.,.,.,27.3
"846 N Campbell Ave, Chicago IL",West Town,Multi-Family Home,320000,2,1.45,11,4.75,96,3920,2376,16.7
"1336 N Artesian Ave #3, Chicago IL",West Town,Condo,60000,,2.65,11,4.41,.,.,.,51.9
"2636 W Potomac Ave #2E, Chicago IL",West Town,Condo,219000,,3.68,,4.74,.,.,.,51.9
"1632 N Fairfield Ave, Chicago IL",West Town,Multi-Family Home,75000,3,4.38,13,4.76,123,3049,2570,38.9
"1670 N Claremont Ave #202, Chicago IL",West Town,Condo,318000,,3.53,11,4.06,.,.,.,36.1
"2312 W North Ave #4-E, Chicago IL",West Town,Condo,350000,,2.2,9,4.04,.,.,.,93.9
"1744 N California Ave, Chicago IL",West Town,Multi-Family Home,115500,2,5.02,12,4.78,119,2614,1900,38.9
"2657 W Rice St, Chicago IL",West Town,Condo,323500,,2.48,12,5,.,.,.,56.5
"2301 W North Ave #2F, Chicago IL",West Town,Condo,289000,,2.2,9,4.02,.,.,.,93.9
"2808 W Chicago Ave #1, Chicago IL",West Town,Condo,2100000,,0.7,11,5.3,.,.,.,56.5
"2812 W Chicago Ave #1, Chicago IL",West Town,Condo,2100000,,0.7,11,5.31,.,.,.,56.5
"2800 W Chicago Ave, Chicago IL",West Town,Condo,2100000,,0.7,11,5.28,.,.,.,56.5
"2804 W Chicago Ave, Chicago IL",West Town,Condo,2100000,,0.7,11,5.29,.,.,.,56.5
"2333 W Saint Paul Ave #200, Chicago IL",West Town,Condo,368000,,5.17,22,4,.,.,.,36.1
"1729 N Fairfield Ave, Chicago IL",West Town,Multi-Family Home,115000,3,7.02,13,4.68,119,3049,1822,38.9
"2306 W Chicago Ave #1, Chicago IL",West Town,Condo,225000,,1.7,9,4.44,.,.,.,33.3
"2541 W Chicago Ave #2, Chicago IL",West Town,Condo,135000,,1.7,10,4.87,.,.,.,16.7
"2541 W Chicago Ave #1, Chicago IL",West Town,Condo,135000,,1.7,10,4.87,.,.,.,16.7
"1401 N Artesian Ave #2, Chicago IL",West Town,Condo,275000,,3.15,11,4.35,.,.,.,40.8
"1528 N Claremont Ave #1, Chicago IL",West Town,Condo,420000,,2.71,11,4.14,.,.,.,93.9
"1717 N Richmond St, Chicago IL",West Town,Multi-Family Home,90000,2,4.73,13,4.99,119,3049,2535,33.3
"1449 N Maplewood Ave, Chicago IL",West Town,Multi-Family Home,368000,2,3.48,12,4.5,121,3049,1680,51.9
"921 N Campbell Ave #1, Chicago IL",West Town,Condo,186500,,1.65,11,4.68,.,.,.,16.7
"2314 W Cortez St #1E, Chicago IL",West Town,Condo,322000,,2.16,10,4.32,.,.,.,33.3
"2654 W Rice St #1, Chicago IL",West Town,Condo,345000,,2.48,12,4.99,.,.,.,56.5
"1645 N Mozart St, Chicago IL",West Town,Multi-Family Home,233500,2,3.68,12,4.88,101,2614,2408,38.9
"1523 N Artesian Ave #201, Chicago IL",West Town,Condo,325000,,2.9,10,4.29,.,.,.,93.9
"2625 W Cortez St #1, Chicago IL",West Town,Condo,355000,,2.68,11,4.86,.,.,.,56.5
"2111 W Division St #5, Chicago IL",Wicker Park,Condo,390000,,2.59,9,3.91,.,.,.,36.2
"1520 W Walton St #2, Chicago IL",Wicker Park,Condo,320500,,4.1,7,3.02,.,.,.,91.7
"2047 W Thomas St, Chicago IL",Wicker Park,Multi-Family Home,620000,4,2.09,9,3.84,94,3049,3492,36.2
"1735 N Paulina St #314, Chicago IL",Wicker Park,Condo,318000,,2.4,9,2.9,.,.,.,50
"1634 W Beach Ave, Chicago IL",Wicker Park,Multi-Family Home,477000,2,4.63,9,2.96,31,2614,1840,78.9
"1634 W Wabansia Ave, Chicago IL",Wicker Park,Single-Family Home,695000,2,1.4,8,2.86,23,2614,1628,50
"1440 N Wood St #2F, Chicago IL",Wicker Park,Condo,242500,,5.38,9,3.22,.,.,.,69.4
"1137 N Wood St #F2, Chicago IL",Wicker Park,Condo,477500,,4.18,8,3.39,.,.,.,59.5
"1418 N Bell Ave, Chicago IL",Wicker Park,Multi-Family Home,466000,2,4.93,10,4.02,121,3049,1344,16.7
"1308 N Bosworth Ave, Chicago IL",Wicker Park,Multi-Family Home,435000,2,4.75,8,2.89,119,3485,1760,40
"1025 N Wood St, Chicago IL",Wicker Park,Multi-Family Home,303000,2,4.68,8,3.43,119,3049,2728,59.5
"1732 W Pierce Ave, Chicago IL",Wicker Park,Multi-Family Home,314000,3,5.18,9,3.06,131,2614,2405,50
"1449 N Ashland Ave #1R, Chicago IL",Wicker Park,Condo,146500,,4.5,8,2.86,.,.,.,78.9
"2116 W Potomac Ave, Chicago IL",Wicker Park,Multi-Family Home,650000,3,3.89,10,3.86,119,3485,3618,16.7
"1421 N Wood St, Chicago IL",Wicker Park,Single-Family Home,490500,1,5.38,9,3.21,124,2614,922,69.4
"1332 N Wolcott Ave #1, Chicago IL",Wicker Park,Condo,341000,,5.88,9,3.4,.,.,.,69.4
"1411 N Ashland Ave, Chicago IL",Wicker Park,Multi-Family Home,590000,2,4.5,8,2.9,118,2614,2544,78.9
"1409 N Ashland Ave, Chicago IL",Wicker Park,Multi-Family Home,590000,2,4.5,8,2.9,119,2614,2352,78.9
"1019 N Honore St #1, Chicago IL",Wicker Park,Condo,535000,,3.99,9,3.52,.,.,.,59.5
"2152 W Caton St, Chicago IL",Wicker Park,Single-Family Home,885000,3,5.58,11,3.72,121,4792,3461,36.1
"1735 N Hermitage Ave, Chicago IL",Wicker Park,Single-Family Home,982500,3,4.65,9,2.98,.,2614,2783,33.3
"2300 W Wabansia Ave #124, Chicago IL",Wicker Park,Condo,280000,,8.08,11,3.95,.,.,.,36.1
"1026 N Hermitage Ave #2, Chicago IL",Wicker Park,,380000,,5.68,9,3.37,.,.,.,22.2
"1725 W Le Moyne St #2, Chicago IL",Wicker Park,Multi-Family Home,580000,3,5.18,9,3.08,108,2614,2656,50
"2089 W Wabansia Ave #307, Chicago IL",Wicker Park,Condo,392500,,5.58,10,3.58,.,.,.,36.1
"1637 W Beach Ave #1, Chicago IL",Wicker Park,Condo,267500,,4.63,9,2.97,.,.,.,78.9
"922 N Hermitage Ave, Chicago IL",Wicker Park,Multi-Family Home,398000,2,4.23,8,3.42,116,3049,1344,22.2
"1111 N Hermitage Ave, Chicago IL",Wicker Park,Condo,350000,,5.38,8,3.29,.,.,.,59.5
"1548 N Bosworth Ave #1, Chicago IL",Wicker Park,Condo,359000,,4.3,8,2.77,.,.,.,50
"1544 W Thomas St #2, Chicago IL",Wicker Park,Condo,315000,,5.3,7,2.98,.,.,.,27.3
"1259 N Wood St #208, Chicago IL",Wicker Park,Condo,363500,,4.93,9,3.3,.,.,.,59.5
"1610 N Winchester Ave, Chicago IL",Wicker Park,Single-Family Home,1050000,2,5.65,9,3.41,131,3049,2580,69.4
"1357 N Bell Ave, Chicago IL",Wicker Park,Single-Family Home,1125000,2,4.93,10,4.03,21,3049,1290,16.7
"1109 N Hermitage Ave, Chicago IL",Wicker Park,Multi-Family Home,383500,2,5.38,8,3.29,128,3049,2763,59.5
"2039 W Crystal St #2, Chicago IL",Wicker Park,Condo,325000,,3.59,10,3.75,.,.,.,69.4
"2034 W Willow St #D, Chicago IL",Wicker Park,Townhome,585000,3,5.58,11,3.46,.,871,1983,36.1
"1620 W Augusta Blvd #PENT, Chicago IL",Wicker Park,Condo,452000,,4.43,7,3.18,.,.,.,22.2
"1644 N Hermitage Ave, Chicago IL",Wicker Park,Multi-Family Home,460000,4,5.65,9,3.06,121,3049,2856,33.3
"1738 W Wabansia Ave, Chicago IL",Wicker Park,Single-Family Home,675000,2,4.65,9,3.03,114,1742,2279,33.3
"1456 N Milwaukee Ave, Chicago IL",Wicker Park,Multi-Family Home,2150000,4,6.09,8,3.35,128,3049,6422,69.4
"2300 W Wabansia Ave #106, Chicago IL",Wicker Park,Condo,276000,,8.08,11,3.95,.,.,.,36.1
"1074 N Marshfield Ave #3, Chicago IL",Wicker Park,Condo,365000,,5.43,8,3.17,.,.,.,22.2
"1543 N Honore St #3, Chicago IL",Wicker Park,Condo,299000,,5.79,8,3.26,.,.,.,69.4
"1105 N Wolcott Ave, Chicago IL",Wicker Park,Townhome,590000,2,3.29,9,3.56,.,871,2183,59.5
"1342 N Wolcott Ave, Chicago IL",Wicker Park,Condo,465000,,5.88,9,3.39,.,.,.,69.4
"1237 N Wolcott Ave, Chicago IL",Wicker Park,Multi-Family Home,647500,3,4.99,9,3.49,119,3920,4125,59.5
"1354 N Wolcott Ave, Chicago IL",Wicker Park,Townhome,500000,1,5.88,9,3.37,.,1742,2040,69.4
"1020 N Honore St #3, Chicago IL",Wicker Park,Condo,385000,,3.99,9,3.55,.,.,.,59.5
"1750 N Wolcott Ave #204, Chicago IL",Wicker Park,Condo,635000,,4.65,10,3.26,.,.,.,36.1
"1754 W Crystal St, Chicago IL",Wicker Park,Single-Family Home,695000,3,4.93,9,3.29,.,2614,2403,59.5
"2121 W Division St #3, Chicago IL",Wicker Park,Condo,472500,,2.59,9,3.92,.,.,.,36.2
"1243 N Wolcott Ave #4, Chicago IL",Wicker Park,Condo,470000,,4.99,9,3.48,.,.,.,59.5
"1524 W Thomas St, Chicago IL",Wicker Park,Single-Family Home,326000,2,5.3,7,2.95,119,3049,1089,27.3
"1507 N Leavitt St, Chicago IL",Wicker Park,Single-Family Home,245000,1,3.51,10,3.86,121,3485,861,93.9
"1720 W Le Moyne St #2, Chicago IL",Wicker Park,Condo,565000,,5.18,9,3.07,.,.,.,50
"2145 W Crystal St #3, Chicago IL",Wicker Park,Condo,450000,,3.89,10,3.93,.,.,.,16.7
"1102 N Wolcott Ave #3, Chicago IL",Wicker Park,Condo,262500,,3.29,9,3.59,.,.,.,59.5
"1744 N Wilmot Ave, Chicago IL",Wicker Park,Single-Family Home,770000,3,5.58,11,3.61,.,2614,2997,36.1
"1736 N Winnebago Ave #F, Chicago IL",Wicker Park,Townhome,462500,2,8.08,11,3.84,.,871,1436,36.1
"1742 W Potomac Ave, Chicago IL",Wicker Park,Single-Family Home,662000,2,4.93,9,3.26,131,2614,1734,59.5
"2251 W Saint Paul Ave #2AA, Chicago IL",Wicker Park,Condo,250000,,5.17,22,3.92,.,.,.,36.1
"1947 W Evergreen Ave #G, Chicago IL",Wicker Park,Condo,407000,,4.99,9,3.54,.,.,.,69.4
"1033 N Wood St, Chicago IL",Wicker Park,Condo,195000,,4.68,8,3.43,.,.,.,59.5
"1041 N Marshfield Ave #3, Chicago IL",Wicker Park,Condo,455000,,5.43,8,3.17,.,.,.,22.2
"2300 W Wabansia Ave #216, Chicago IL",Wicker Park,Condo,262100,,8.08,11,3.95,.,.,.,36.1
"1242 N Wood St, Chicago IL",Wicker Park,Condo,129000,,5.18,9,3.34,.,.,.,59.5
"919 N Hermitage Ave #1, Chicago IL",Wicker Park,Condo,453000,,4.23,8,3.39,.,.,.,22.2
"1809 W Wabansia Ave, Chicago IL",Wicker Park,Multi-Family Home,420000,2,5.65,9,3.13,98,1742,1496,33.3
"1431 N Leavitt St #1, Chicago IL",Wicker Park,Condo,300000,,4.26,11,3.9,.,.,.,16.7
"1007 N Ashland Ave, Chicago IL",Wicker Park,Multi-Family Home,216000,2,5.3,8,3.11,119,2614,1720,22.2
"1514 N Milwaukee Ave #2N, Chicago IL",Wicker Park,Condo,322500,,4.79,9,3.42,.,.,.,69.4
"2136 W Crystal St #1, Chicago IL",Wicker Park,Condo,422500,,3.89,10,3.91,.,.,.,16.7
"2029 W Pierce Ave #4-W, Chicago IL",Wicker Park,Condo,384000,,3.39,10,3.6,83,.,.,69.4
"1620 W Augusta Blvd #2E, Chicago IL",Wicker Park,Condo,402500,,4.43,7,3.18,.,.,.,22.2
"1102 N Marshfield Ave #1W, Chicago IL",Wicker Park,Condo,357000,,5.63,8,3.14,.,.,.,22.2
"1820 W Haddon Ave, Chicago IL",Wicker Park,Single-Family Home,267500,1,4.88,9,3.4,126,2178,944,59.5
"1735 N Honore St, Chicago IL",Wicker Park,Single-Family Home,3686000,1,5.65,10,3.15,119,3049,1020,33.3
"1737 N Honore St, Chicago IL",Wicker Park,Multi-Family Home,3686000,2,5.65,10,3.15,119,3049,2200,33.3
"2108 W North Ave #BSMT, Chicago IL",Wicker Park,Condo,69000,,4.38,9,3.69,99,.,.,93.9
"1102 N Wood St #3, Chicago IL",Wicker Park,Condo,375000,,4.18,8,3.42,.,.,.,59.5
"1735 N Paulina St #308, Chicago IL",Wicker Park,Condo,24500,,2.4,9,2.9,.,.,.,50
"2012 W Saint Paul Ave #145, Chicago IL",Wicker Park,Condo,32000,,5.58,22,3.45,41,.,.,36.1
"2045 W Concord Pl #301, Chicago IL",Wicker Park,Condo,327000,,5.65,10,3.59,.,.,.,69.4
"1652 N Milwaukee Ave #P-17, Chicago IL",Wicker Park,Condo,327000,,4.58,10,3.59,.,.,.,69.4
"2045 W Saint Paul Ave, Chicago IL",Wicker Park,Single-Family Home,949000,4,5.58,22,3.5,104,2614,3858,36.1
"2046 W Willow St #C, Chicago IL",Wicker Park,Townhome,510000,3,5.58,11,3.48,.,871,1704,36.1
"2012 W Saint Paul Ave #208, Chicago IL",Wicker Park,Condo,310000,,5.58,22,3.45,41,.,.,36.1
